"","x"
"fp57t","T.kategorie odczuć i zachowań: ZDROWIE"
"fp57u","U.kategorie odczuć i zachowań: SEKS"
"fp58_1","Podziwiam ludzi, którzy mają drogie domy, samochody i ubrania"
"fp58_2","Moje życie mimo bolesnych doświadczeń ma sens i dużą wartość"
"fp58_3","W życiu najważniejsze jest to, aby było dużo przyjemności i mało przykrości"
"fp58_4","Miarą życiowego sukcesu jest stan posiadania różnych dóbr materialnych"
"fp58_5","Lubię mieć rzeczy, których inni mogliby mi zazdrościć"
"fp58_6","Lubię kupować rzeczy, które nie mają praktycznego znaczenia"
"fp58_7","Samo robienie zakupów sprawia mi prawdziwą radość"
"fp58_8","Mam bardzo dużo energii w sobie"
"fp58_9","Ludzie głównie starają się pomagać innym"
"fp58_10","Homoseksualiści powinni móc układać sobie życie według własnych przekonań"
"fp58_11","Prawdziwy patriota nie powinien źle mówić o Polsce i Polakach "
"fp58_12","W kraju działoby się lepiej, gdybyśmy przywiązywali mniejszą wagę do równego traktowania wszystkich"
"fp58_13","Zbyt wiele mają do powiedzenia w naszym kraju osoby obcego pochodzenia"
"fp58_14","Niektórzy ludzie są więcej warci od innych"
"fp58_15","Chciałbym dobrze, atrakcyjnie wyglądać"
"fp58_16","W idealnym świecie wszystkie narody powinny być sobie równe"
"fp58_17","Przywiązuję dużą wagę do dóbr materialnych"
"fp58_18","Powinniśmy za wszelką cenę starać się traktować innych ludzi w taki sam sposób "
"fp58_19","Pragnę zyskiwać przyjaciół"
"fp58_20","Niektóre grupy ludzi nie zasługują na szacunek"
"fp58_21","Powinniśmy dążyć do tego, aby dochody wszystkich ludzi były w miarę wyrównane"
"fp58_22","Bez kar fizycznych nie da się dobrze wychować dzieci."
"fp58_23","Każdy z nas jest kowalem swojego losu"
"fp59","Czy, biorąc wszystko razem pod uwagę, miniony rok należał w Pana życiu do udanych ? "
"fp60_1","od władz"
"fp60_2","ode mnie samego "
"fp60_3","od innych ludzi"
"fp60_4","od losu (opatrzności)"
"fp61_1","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: silne bóle głowy"
"fp61_2","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: bóle brzucha lub wzdęcia"
"fp61_3","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: ból albo napięcie mięśni karku i ramion"
"fp61_4","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: bóle w klatce piersiowej lub sercu"
"fp61_5","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: suchość w ustach lub gardle"
"fp61_6","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: napady pocenia się"
"fp61_7","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: uczucie duszności"
"fp61_8","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: łamanie i bóle w całym ciele"
"fp61_9","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: gwałtowne bicie serca (palpitacje)"
"fp61_10","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: dreszcze lub drgawki"
"fp61_11","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: uczucie parcia na pęcherz i częstsze oddawanie moczu"
"fp61_12","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: uczucie zmęczenia niezwiązanego z pracą"
"fp61_13","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: zaparcia"
"fp61_14","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: krwawienie z nosa"
"fp61_15","Czy w okresie MINIONEGO MIESIĄCA zdarzało się doświadczać: gwałtowne skoki ciśnienia krwi"
"fp62","Ogólnie rzecz biorąc, czy uważa Pan, że można ufać większości ludzi, czy też sądzi Pan, że w postępowaniu z ludźmi ostrożności nigdy za wiele?"
"fp63_1","W jakim stopniu zadowolony jest ze swoich stosunków z najbliższymi w rodzinie"
"fp63_2","W jakim stopniu zadowolony jest z sytuacji finansowej własnej rodziny"
"fp63_3","W jakim stopniu zadowolony jest ze stosunków z koleżankami (grupą przyjaciół)"
"fp63_4","W jakim stopniu zadowolony jest ze stanu swojego zdrowia"
"fp63_5","W jakim stopniu zadowolony jest ze swoich osiągnięć życiowych"
"fp63_6","W jakim stopniu zadowolony jest z sytuacji w kraju"
"fp63_7","W jakim stopniu zadowolony jest z warunków mieszkaniowych"
"fp63_8","W jakim stopniu zadowolony jest z miejscowości, w której Pan żyje"
"fp63_9","W jakim stopniu zadowolony jest z perspektyw na przyszłość"
"fp63_10","W jakim stopniu zadowolony jest z życia seksualnego"
"fp63_11","W jakim stopniu zadowolony jest ze swojego wykształcenia"
"fp63_12","W jakim stopniu zadowolony jest ze sposobu spędzania wolnego czasu"
"fp63_13","W jakim stopniu zadowolony jest z pracy"
"fp63_14","W jakim stopniu zadowolony jest z dzieci"
"fp63_15","W jakim stopniu zadowolony jest z małżeństwa"
"fp63_16","W jakim stopniu zadowolony jest ze stanu bezpieczeństwa w miejscu zamieszkania"
"fp64","Które z podanych stwierdzeń o demokracji jest Panu najbliższe?"
"fp65","Pana własny (osobisty) dochód miesięczny netto (na rękę) średnio z ostatnich trzech miesięcy wyniósł"
"fp66","Jakiego dochodu miesięcznie netto (na rękę) spodziewa się Pan za dwa lata?"
"fp67_1","Jak bardzo Pana obchodzi, czy ktoś płaci podatki mniejsze niż powinien"
"fp67_2","Jak bardzo Pana obchodzi, czy ktoś unika płacenia za korzystanie z transportu publicznego (np. autobusów, pociągów)"
"fp67_3","Jak bardzo Pana obchodzi, czy ktoś pobiera niesłusznie zasiłek dla bezrobotnych "
"fp67_4","Jak bardzo Pana obchodzi, czy ktoś nie płaci (choć może) czynszu za mieszkanie "
"fp67_5","Jak bardzo Pana obchodzi, czy ktoś otrzymuje niesłusznie rentę inwalidzką (z tytułu niezdolności do pracy)"
"fp67_6","Jak bardzo Pana obchodzi, czy ktoś wyłudza odszkodowanie z ubezpieczenia"
"fp68_1","z iloma osobami kontaktuje się z najbliższej rodziny"
"fp68_2","z iloma osobami kontaktuje się spośród przyjaciół"
"fp68_3","z iloma osobami kontaktuje się spośród znajomych (z pracy/szkoły, sąsiedzi i inni)"
"fp69","Ile spośród tych osób mieszka w tej samej miejscowości lub do 10 km od Pana?"
"fp70","Ile czasu poświęcił Pan przeciętnie dziennie w minionym tygodniu na oglądanie telewizji? "
"fp71_1","Ile razy w kinie, teatrze lub na koncercie"
"fp71_2","Ile razy w restauracji, kawiarni, pubie"
"fp71_3","Ile razy na spotkaniu towarzyskim"
"fp72","korzystałem z porad psychologa (psychiatry) "
"fp73","piłem za dużo alkoholu "
"fp74","próbowałem narkotyków/dopalaczy "
"fp75","zmarł ktoś bliski mi "
"fp76","nie mogłem znaleźć pracy po ukończeniu szkoły"
"fp77","zostałem przeniesiony na gorsze stanowisko"
"fp78","ominął mnie awans zawodowy"
"fp79","awansowałem na wyższe stanowisko"
"fp80","miałem poważne problemy z szefem"
"fp81","otworzyłem własny interes, założyłam firmę "
"fp82","na prowadzonych interesach straciłem dużo pieniędzy"
"fp83","okradziono mnie "
"fp84","zostałem napadnięty i pobity "
"fp85","włamano się do mojego domu lub samochodu "
"fp86","zostałem oskarżony o czyn, za który grozi kara więzienia lub grzywna "
"fp87","byłem zatrzymany przez policję "
"fp88","zostałem oskarżony w sprawie cywilnej "
"fp89","spowodowałem kolizję lub wypadek drogowy "
"fp90","bliska osoba została aresztowana lub miała kłopoty z prawem "
"fp91","byłem dyskryminowany ze względu na narodowość, wygląd, przekonania lub z innych powodów "
"fp92","moje mieszkanie (dom) zostało poważenie zniszczone "
"fp93","przeprowadzony został remont mojego mieszkania (domu) "
"fp94","miałem kłopoty z właścicielem lub zarządcą budynku, w którym mieszkam (mieszkałam)"
"fp95","poważnie chorowałem "
"fp96","Czy zamierza Pan w ciągu następnych dwóch lat wyjechać za granicę, aby tam pracować?"
"fp96_kraje_1","który kraj"
"fp96_kraje_2","który kraj"
"fp96_kraje_3","który kraj"
"fp97","jeśli TAK, to na jak długo?"
"fp98_1","zauf.banków komercyjnych"
"fp98_2","zauf.Narodowego Banku Polskiego"
"fp98_3","zauf.Sejmu"
"fp98_4","zauf.Prezydenta"
"fp98_5","zauf.Parlamentu Europejskiego"
"fp98_6","zauf.policji"
"fp98_7","zauf.rządu"
"fp98_8","zauf.ZUS-u"
"fp98_9","zauf.giełdy"
"fp98_10","zauf.Otwartych Funduszy Emerytalnych"
"fp98_11","zauf.sądów"
"fp98_12","zauf.towarzystw ubezpieczeniowych"
"fp98_13","zauf.członków własnej rodziny"
"fp98_14","zauf.sąsiadów"
"fp99","Czy sądzi Pan, że kampanie społeczne i inne działania mające na celu poprawę lub ochronę zdrowia Polaków -- takie jak kampania antynikotynowa, akcja przeciwko dopalaczom, propagowanie szczepień -- są skuteczne, zmieniają zachowania Polaków "
"fp100_1","uprawia nie uprawiam aktywnie żadnej formy sportu ani ćwiczeń fizycznych"
"fp100_2","uprawia aerobik"
"fp100_3","uprawia bieganie/jogging/nordic walking"
"fp100_4","uprawia siłownia"
"fp100_5","uprawia jazda na rowerze"
"fp100_6","uprawia jazda na nartach lub inne sporty zimowe"
"fp100_7","uprawia pływanie"
"fp100_8","uprawia gra w piłkę nożną lub inne gry zespołowe"
"fp100_9","uprawia joga"
"fp100_10","uprawia sztuki walki"
"fp100_11","uprawia inne formy"
"fp101_1","długoletnia obecność na rynku"
"fp101_2","bank polski"
"fp101_3","bank zagraniczny"
"fp101_4","bank prywatny"
"fp101_5","bank państwowy"
"fp101_6","wysoka jakość obsługi"
"fp101_7","indywidualne doradztwo"
"fp101_8","najbardziej funkcjonalny serwis internetowy"
"fp101_9","doradca, którego znam od wielu lat"
"fp101_10","polecany przez znajomych"
"fp101_11","częste reklamy w telewizji i innych mediach"
"fp101_12","reklamy ze znanymi osobami"
"fp101_13","duża liczba placówek"
"fp101_14","szeroka oferta produktów"
"fp103","Czy słyszała Pani o płatnościach zbliżeniowych Visa payWave/Mastercard PayPass?"
"fp104","Czy chciałaby Pani realizować płatności zbliżeniowe przy pomocy telefonu komórkowego?"
"fp102_1","NBP zajmuje się ustalaniem kursu złotego "
"fp102_2","NBP zajmuje się emisją monet i banknotów w Polsce "
"fp102_3","NBP zajmuje się obsługą rachunków ministerstw i urzędów centralnych "
"fp102_4","NBP zajmuje się walką z inflacją "
"fp102_5","NBP zajmuje się edukacją ekonomiczną "
"fp102_6","NBP zajmuje się finansowaniem budżetu państwa "
"fp102_7","NBP zajmuje się zarządzaniem rezerwami walutowymi Polski "
"fp102_8","NBP zajmuje się nadzorem nad sektorem bankowym "
"fp102_9","NBP zajmuje się nie wiem czym się zajmuje Narodowy Bank Polski"
"fp105_1","błąd pilotów lub kontrolerów lotu"
"fp105_2","zamach, spisek przeciwko polskiemu Prezydentowi"
"fp105_3","naciski na pilotów, aby lądowali bez względu na trudne warunki"
"fp105_4","ogólny bałagan w instytucjach odpowiedzialnych za lot"
"fp105_5","inna przyczyna"
"fp105_6","trudno powiedzieć"
"fp106","Która partia polityczna jest Panu najbliższa? (w nawiasie nazwisko szefa partii)"
"fp107a","Czy sądzi Pan, że zamiana złotego na euro w najbliższych latach byłaby korzystna dla Polski"
"fp107b","Czy sądzi Pan, że zamiana złotego na euro w najbliższych latach byłaby korzystna dla Pana osobiście?"
"fp108_11","Rok podjęcia pracy"
"fp108_12","Rok podjęcia pracy"
"fp108_13","Rok podjęcia pracy"
"fp108_14","Rok podjęcia pracy"
"fp108_15","Rok podjęcia pracy"
"fp108_16","Rok podjęcia pracy"
"fp108_21","Rok zakończenia pracy"
"fp108_22","Rok zakończenia pracy"
"fp108_23","Rok zakończenia pracy"
"fp108_24","Rok zakończenia pracy"
"fp108_25","Rok zakończenia pracy"
"fp108_26","Rok zakończenia pracy"
"fp109","Ile przeciętnie godzin w tygodniu Pan pracuje? godzin"
"fp110_1","zmienianie godziny rozpoczęcia lub zakończenia dnia pracy, "
"fp110_2","wyjście z pracy przynajmniej na godzinę "
"fp110_3","wykonywanie niektórych obowiązków zawodowych w domu "
"fp111","Czy pełni Pan obecnie funkcję kierowniczą? "
"fp112","ilu pracowników Panu podlega?"
"fp113_1","brak napięć i stresów"
"fp113_2","duża samodzielność"
"fp113_3","możliwość rozwoju osobistego"
"fp113_4","praca zgodna z umiejętnościami"
"fp113_5","możliwość szybkiego awansowania"
"fp113_6","stabilność zatrudnienia"
"fp113_7","dogodne godziny pracy"
"fp113_8","możliwość wykonywania pracy w domu"
"fp113_9","długi urlop"
"fp11310","zajęcie poważane przez ludzi"
"fp11311","odpowiednia płaca"
"fp11312","inne czynniki"
"fp114_1","jeśli wynagrodzenie byłoby wyższe, niż mam obecnie"
"fp114_2","jeśli praca byłaby ciekawsza niż obecna"
"fp114_3","jeśli  możliwości awansu/rozwoju zawodowego byłyby większe niż obecne"
"fp114_4","jeśli miałabym pewność zatrudnienia przynajmniej przez rok"
"fp114_5","na żadnych warunkach nie podjęłabym pracy poza krajem"
"fp115_1","praca w niepełnym wymiarze"
"fp115_2","praca w systemie zmianowym"
"fp115_3","elastyczny czas pracy"
"fp115_4","możliwość wykonywania części pracy w domu"
"fp115_5","więcej wolnych dni w tygodniu"
"fp115_6","dłuższy urlop macierzyński"
"fp115_7","dłuższy płatny urlop wychowawczy"
"fp115_8","wyższe zasiłki (np. wychowawczy, na dzieci itp.)"
"fp115_9","lepsze możliwości opieki poza domem nad dziećmi w wieku poniżej 7 lat"
"fp11510","lepsze możliwości opieki poza domem nad dziećmi w wieku 7 -12 lat"
"fp116_1","dobrowolna decyzja w celu podjęcia lepszej/lepiej płatnej pracy"
"fp116_2","skończyła się umowa o pracę na czas określony"
"fp116_3","z przyczyn niezależnych ode mnie"
"fp116_4","inne powody"
"fp117","Czy zmiana miejsca pracy wiązała się także ze zmianą wykonywanego zawodu?"
"fp118_1","nauka, uzupełnianie kwalifikacji"
"fp118_2","zajmowanie się domem"
"fp118_3","ze względu na opiekę nad dziećmi"
"fp118_4","ze względu na opiekę nad niepełnosprawnymi i starszymi członkami gospodarstwa"
"fp118_5","ze względu na stan zdrowia, niepełnosprawność"
"fp118_6","ze względu na nieodpowiedni wiek"
"fp118_7","ze względu na brak kwalifikacji odpowiadających pracodawcom"
"fp118_8","emerytura"
"fp118_9","ze względu na trudności ze znalezieniem pracy"
"fp11810","otrzymywanie świadczeń społecznych"
"fp11811","nie chciałam pracować"
"fp119_1","gdyby była możliwość podjęcia pracy w niepełnym wymiarze"
"fp119_2","gdyby była możliwość wykonywania przynajmniej części pracy w domu"
"fp119_3","gdyby była możliwość elastycznego organizowania czasu pracy"
"fp119_4","gdyby była możliwość otrzymywanie większej pomocy ze strony innych członków rodziny w wykonywaniu obowiązków rodzinnych"
"fp119_5","gdyby była możliwość skorzystania z odpowiedniej opieki dla dzieci lub chorych"
"fp119_6","gdyby była możliwość zachowania prawa do otrzymywanych obecnie świadczeń społecznych"
"fp119_7","gdyby utworzono dogodne warunki pracy i dojazdu do pracy dla osób niepełnosprawnych"
"fp119_8","inne"
"fp119_9","nie chcę w ogóle pracować"
"fp120_1","Wypłata pieniędzy z bankomatu     "
"fp120_2","Wypłata pieniędzy w oddziale banku"
"fp120_3","Płatność kartą w sklepie          "
"fp120_4","Przelew zlecony w oddziale        "
"fp120_5","Przelew zlecony przez internet    "
"fp121_1","powody korzystania z banku: Lokalizacja oddziału/bankomatu jest dla mnie dogodna                   "
"fp121_2","powody korzystania z banku: Dobra renoma banku                                                     "
"fp121_3","powody korzystania z banku: Atrakcyjna oferta                                                      "
"fp121_4","powody korzystania z banku: Dobra obsługa                                                          "
"fp121_5","powody korzystania z banku: Kiedyś założyłem konto w tym banku i tak już zostało/przyzwyczaiłem się"
"fp12211","Rok wspólnego zamieszkania"
"fp12212","Rok wspólnego zamieszkania"
"fp12213","Rok wspólnego zamieszkania"
"fp12214","Rok wspólnego zamieszkania"
"fp12215","Rok wspólnego zamieszkania"
"fp12216","Rok wspólnego zamieszkania"
"fp12221","Rok, w którym przestali Państwo razem mieszkać"
"fp12222","Rok, w którym przestali Państwo razem mieszkać"
"fp12223","Rok, w którym przestali Państwo razem mieszkać"
"fp12224","Rok, w którym przestali Państwo razem mieszkać"
"fp12225","Rok, w którym przestali Państwo razem mieszkać"
"fp12226","Rok, w którym przestali Państwo razem mieszkać"
"fp123_1","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp123_2","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp123_3","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp123_4","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp123_5","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp123_6","Rok urodzenia dziecka (dwie ostatnie cyfry)"
"fp124","Ile godzin w ostatnim tygodniu spędził Pan przy komputerze? godzin"
"fp125_1","kopiowanie lub przenoszenie pliku albo folderu "
"fp125_2","używanie polecenia kopiowania, wycinania i wklejania w celu powielenia lub przemieszczenia wybranych fragmentów dokumentu "
"fp125_3","wykorzystanie podstawowych funkcji matematycznych w arkuszu kalkulacyjnym "
"fp125_4","tworzenie elektronicznej prezentacji "
"fp125_5","instalowanie nowych urządzeń (np. drukarki, modemu, skanera) "
"fp125_6","pisanie programu komputerowego z użyciem języka programowania "
"fp126_1","na Facebooku"
"fp126_2","na Naszej Klasie"
"fp126_3","na innym portalu"
"fp127","Czy korzysta Pani przez internet z obsługi rachunku bankowego?"
"fp128_1","sprawdzanie i wysyłanie poczty elektronicznej (e-mail)"
"fp128_2","korzystanie z komunikatorów (np. gadu-gadu itp.)"
"fp128_3","uczestniczenie w czatach"
"fp128_4","uczestniczenie w grupach lub forach dyskusyjnych"
"fp128_5","telefonowanie przez internet (VoIP, Skype),"
"fp128_6","tworzenie lub modyfikowanie strony WWW"
"fp128_7","zbieranie materiałów potrzebnych do nauki lub pracy"
"fp128_8","uczestniczenie w kursach lub szkoleniach przez internet"
"fp128_9","szukanie pracy, wysyłanie ofert dotyczących zatrudnienia"
"fp12810","kupowanie produktów i usług przez internet (poza aukcjami)"
"fp12811","uczestniczenie w aukcjach internetowych"
"fp12812","granie w gry sieciowe przez internet"
"fp12813","ściąganie darmowego oprogramowania"
"fp12814","ściąganie darmowej muzyki, filmów"
"fp12815","tworzenie i publikowanie własnych tekstów (np. bloga), grafiki, muzyki lub innej twórczości w internecie"
"fp12816","uzyskiwanie informacji ze stron internetowych instytucji publicznych"
"fp12817","pobieranie lub wypełnianie formularzy urzędowych"
"fp12818","słuchanie muzyki lub radia przez internet"
"fp12819","oglądanie telewizji, plików wideo przez internet"
"fp12820","czytanie gazet lub książek przez internet"
"fp129_1","z wyszukiwarek internetowych (np. Google)"
